SA22018_V1_NAME,LATITUDE,LONGITUDE
Nireaha-Eketahuna,-40.65364269,175.7939646
Owhanga,-40.51321329,176.3103924
Mara,-40.7076109,176.2497604
Kere Kere,-40.52713273,175.3164119
Foxton Beach,-40.46403695,175.2307876
Foxton North,-40.47062245,175.2951375
Foxton South,-40.48423901,175.3110499
Waitarere,-40.57378541,175.2571002
Waikawa (Horowhenua District),-40.65346254,175.1885437
Miranui,-40.53552154,175.4810799
Donnelly Park,-40.61416466,175.2704145
Ohau-Manakau,-40.69886257,175.2075246
Kawiu South,-40.61507877,175.2839139
Makomako,-40.62400084,175.2745665
Kawiu North,-40.61371427,175.3005003
Levin Central,-40.6233097,175.2848475
Tararua,-40.64205371,175.30927
Shannon,-40.54988606,175.4133133
Queenwood (Horowhenua District),-40.62073993,175.2965852
Playford Park,-40.62888671,175.290372
Fairfield (Horowhenua District),-40.6214039,175.309364
Taitoko,-40.63650667,175.2892378
Waiopehu,-40.63216009,175.2989984
Makahika,-40.65174754,175.4014768
Kimberley,-40.7130168,175.2985159
Kapiti Island,-40.8558721,174.9109542
Otaki Beach,-40.75542681,175.1159873
Forest Lakes (Kapiti Coast District),-40.74369534,175.1696326
Otaki,-40.75304139,175.139668
Te Horo,-40.79710947,175.1058781
Waitohu,-40.75979827,175.1672598
Waikanae Beach,-40.86463333,175.0270813
Peka Peka,-40.83731455,175.0747979
Paraparaumu Beach North,-40.88107643,174.9988209
Paraparaumu Beach West,-40.89195563,174.9847306
Waikanae Park,-40.86251456,175.0492474
Paraparaumu Beach East,-40.89483919,174.9933816
Otaihanga,-40.88290094,175.0278559
Paraparaumu North,-40.8945728,175.0114101
Waikanae West,-40.86597934,175.0664341
Otaki Forks,-40.82379781,175.1869276
Paraparaumu Central,-40.90799495,174.9988635
Maungakotukutuku,-40.93688543,175.0476319
Raumati Beach West,-40.91582202,174.9821642
Waikanae East,-40.86699218,175.0788313
Tararua Forest Park,-40.91086064,175.2455926
Raumati Beach East,-40.92186239,174.9927089
Paraparaumu East,-40.91934665,175.0118663
Raumati South,-40.94126612,174.9832916
Paekakariki,-40.97186832,174.9689514
Mana Island,-41.0877791,174.7811906
Pukerua Bay,-41.04419545,174.8734926
Paekakariki Hill,-41.05684778,174.9090328
Plimmerton,-41.06768493,174.8603957
Titahi Bay North,-41.0986598,174.8438862
Titahi Bay South,-41.11339531,174.8269882
Elsdon-Takapuwahia,-41.13204408,174.809493
Pauatahanui,-41.09485489,174.9467401
Onepoto,-41.10398798,174.852845
Camborne,-41.08897126,174.8745342
Inlet Porirua Harbour,-41.09795865,174.8909707
Paremata,-41.09886842,174.8670634
Porirua Central,-41.14584359,174.8258305
Papakowhai,-41.11593264,174.8635056
Aotea,-41.1282577,174.8572303
Postgate,-41.11331454,174.88235
Ascot Park,-41.12000324,174.8733681
Whitby,-41.11717134,174.8910727
Porirua East,-41.14311394,174.8556759
Endeavour,-41.11459136,174.9041578
Cannons Creek North,-41.13969216,174.86263
Waitangirua,-41.12984631,174.8799988
Ranui Heights,-41.15160958,174.8500721
Cannons Creek East,-41.13722514,174.8714006
Cannons Creek South,-41.14999717,174.8714318
Akatarawa,-41.01655002,175.1333838
Riverstone Terraces,-41.11205217,175.0382665
Heretaunga,-41.13877359,175.0190514
Birchville-Brown Owl,-41.08596013,175.1131529
Poets Block,-41.12290419,175.046046
Brentwood (Upper Hutt City),-41.12890914,175.0367907
Silverstream (Upper Hutt City),-41.15226988,175.0098176
Elderslea,-41.1201997,175.0578796
Trentham North,-41.1328255,175.0456439
Totara Park,-41.1093256,175.0844316
Trentham South,-41.14890544,175.0408256
Mangaroa,-41.1566926,175.1179038
Ebdentown,-41.11875719,175.0724405
Wallaceville,-41.12888528,175.0608683
Maoribank,-41.10626518,175.1087921
Te Marua,-41.08870706,175.1433515
Pinehaven,-41.16844867,175.0176827
Clouston Park,-41.11739699,175.0871265
Upper Hutt Central,-41.12711172,175.0762649
Belmont Park,-41.1693145,174.915543
Maungaraki,-41.20840978,174.8799031
Korokoro,-41.21562751,174.867814
Kelson,-41.17271184,174.9429424
Normandale,-41.20345009,174.8932085
Belmont (Lower Hutt City),-41.1900686,174.921239
Petone Central,-41.22362356,174.8696944
Tirohanga,-41.19825451,174.9058497
Manor Park,-41.1557617,174.9799001
Alicetown-Melling,-41.21402786,174.8936519
Taita North,-41.17126316,174.9646275
Boulcott,-41.19937004,174.9243987
Hutt Central North,-41.20872236,174.9066487
Avalon West,-41.19088299,174.9410722
Stokes Valley Central,-41.16891621,174.9773613
Taita South,-41.18492338,174.9591853
Petone East,-41.2248184,174.8906266
Hutt Central South,-41.21349159,174.9093613
Stokes Valley North,-41.1669317,174.9931214
Petone Esplanade,-41.22967597,174.8872543
Epuni West,-41.20573675,174.9273207
Avalon East,-41.19581347,174.9445546
Woburn,-41.219921,174.9076687
Naenae Central,-41.19973943,174.9495661
Waterloo West,-41.21499593,174.9205526
Epuni East,-41.20891382,174.9348448
Gracefield,-41.24017306,174.9107538
Moera,-41.22794428,174.9036201
Delaney,-41.1864706,174.9792453
Waiwhetu,-41.22552582,174.9174298
Waterloo East,-41.21794009,174.9291689
Naenae North,-41.19737756,174.9624851
Manuka,-41.18502912,174.9869835
Naenae South,-41.20946486,174.9505032
Towai,-41.23003773,174.9349393
Arakura,-41.23870795,174.9447964
Eastern Bays,-41.28078028,174.9092653
Pencarrow,-41.27707617,175.0270328
Wainuiomata West,-41.25104641,174.9328771
Glendale,-41.2429916,174.9547394
Wainuiomata Central,-41.26139998,174.9406807
Eastbourne,-41.30031562,174.8943222
Homedale East,-41.2691306,174.9584326
Homedale West,-41.2741023,174.9497641
Makara-Ohariu,-41.25931237,174.7152625
Tawa North,-41.16425548,174.8210721
Linden,-41.15666441,174.8338014
Tawa South,-41.18147753,174.8169007
Tawa Central,-41.17402334,174.8271726
Grenada North,-41.17727395,174.8389704
Churton Park North,-41.19767254,174.8136557
Takapu-Horokiwi,-41.18554165,174.8592479
Churton Park South,-41.21086631,174.8069531
Johnsonville West,-41.22309862,174.7938353
Grenada Village,-41.20467061,174.825399
Johnsonville North,-41.21764248,174.8030062
Paparangi,-41.21674369,174.8198372
Ngaio North,-41.24641459,174.7716312
Johnsonville Central,-41.22372125,174.8074313
Broadmeadows,-41.23505672,174.7932611
Crofton Downs,-41.25754511,174.7618263
Johnsonville South,-41.23102176,174.8021083
Khandallah Reserve,-41.2435098,174.7854652
Karori Park,-41.28258876,174.7256573
Newlands North,-41.22406312,174.820536
Ngaio South,-41.2531632,174.7760258
Newlands South,-41.23454859,174.8212482
Woodridge,-41.21623239,174.8346183
Karori North,-41.27758715,174.7443722
Khandallah North,-41.24289834,174.7976975
Wilton,-41.26835527,174.7607365
Khandallah South,-41.25262817,174.7886333
Wadestown,-41.26222883,174.7757271
Karori South,-41.28902351,174.7332855
Onslow,-41.24952131,174.8028215
Karori East,-41.28702587,174.747422
Pipitea-Kaiwharawhara,-41.27624822,174.7877264
Northland (Wellington City),-41.27908062,174.7601921
Thorndon,-41.27246445,174.7742273
Wellington Botanic Gardens,-41.28249882,174.7687433
Kelburn,-41.28798133,174.7604562
Aro Valley,-41.29574618,174.7598655
Wellington University,-41.289084,174.7676253
Wellington Central,-41.2849345,174.7757259
Brooklyn North,-41.30427883,174.7558567
Dixon Street,-41.29101921,174.7746953
Vivian West,-41.2946931,174.7728397
Courtenay,-41.29206034,174.7828037
Brooklyn East,-41.30788268,174.765854
Mount Cook West,-41.30328333,174.7718425
Vivian East,-41.29691524,174.7800724
Brooklyn South,-41.31685108,174.7565094
Oriental Bay,-41.29186473,174.7928724
Mount Cook East,-41.30251481,174.7775014
Mount Victoria,-41.29882878,174.7876383
Roseneath,-41.29229126,174.8007988
Owhiro Bay,-41.33789607,174.7612003
Kingston-Mornington-Vogeltown,-41.31951669,174.7658019
Newtown North,-41.30900081,174.7831944
Newtown West,-41.31289315,174.7760824
Hataitai North,-41.30162529,174.7962981
Evans Bay,-41.31155628,174.7967003
Berhampore,-41.3232653,174.7737803
Hataitai South,-41.30906949,174.7924461
Maupuia,-41.297146,174.8245451
Newtown South,-41.32048296,174.7843986
Kilbirnie Central,-41.31694317,174.792679
Island Bay West,-41.34095916,174.7690484
Melrose,-41.32428747,174.7891307
Island Bay East,-41.33666605,174.7759235
Miramar North,-41.30598537,174.8232631
Kilbirnie East,-41.32095571,174.8013659
Lyall Bay,-41.32710382,174.7941785
Miramar Central,-41.31292943,174.8176358
Southgate,-41.3341201,174.7826653
Karaka Bay-Worser Bay,-41.31756605,174.825764
Houghton Bay,-41.33776631,174.7873919
Miramar East,-41.31890777,174.8218729
Miramar South,-41.32072604,174.8142055
Rongotai,-41.33075256,174.8096882
Strathmore (Wellington City),-41.33164104,174.820545
Seatoun,-41.32569332,174.833359
Kopuaranga,-40.79823344,175.6379112
Upper Plain,-40.89511815,175.5793565
Opaki,-40.90223549,175.6595923
Ngaumutawa,-40.94117259,175.636236
Solway North,-40.9574562,175.6302984
Lansdowne West,-40.93651284,175.6651881
Masterton Central,-40.95047108,175.6616705
Kuripuni,-40.95167579,175.6432634
Douglas Park,-40.94626766,175.6525435
Solway South,-40.96910555,175.6340357
Lansdowne East,-40.94138749,175.6811907
Cameron and Soldiers Park,-40.95711923,175.6613634
Whareama,-40.91901694,175.9899475
Homebush-Te Ore Ore,-40.98154193,175.7122786
McJorrow Park,-40.96017905,175.667458
Mount Holdsworth,-40.91709663,175.4513645
Carterton North,-41.01943446,175.5268394
Kokotau,-41.0381449,175.5814547
Carterton South,-41.03427242,175.5142521
Gladstone (Carterton District),-41.21809101,175.8644845
Tauherenikau,-41.06390044,175.3690747
Kahutara,-41.33273164,175.0804626
Featherston,-41.11610965,175.3242967
Inland water Lake Wairarapa,-41.21396806,175.2414329
Greytown,-41.08242941,175.4542838
Aorangi Forest,-41.37490301,175.4579374
Martinborough,-41.21981971,175.4586254
Oceanic Three Kings Islands,-34.15798817,172.2533452
Three Kings Islands,-34.15653435,172.1387561
Oceanic Northland Region,-36.07225336,173.6943377
Inlet Doubtless Bay,-34.92735351,173.4597628
Inlet Kaipara Harbour North,-36.25714889,174.1947091
Oceanic Waikato Region East,-37.09321776,176.0629089
Inlets Waikato Region,-36.7439021,175.4648966
Oceanic Waikato Region West,-38.00225199,174.5701328
Oceanic Bay of Plenty Region,-37.44807168,176.4745029
Islands Bay of Plenty Region,-37.28628524,176.2551424
Oceanic Taranaki Region,-39.56939703,173.8150175
Inlet Port Taranaki,-39.05470482,174.0556996
Oceanic Gisborne Region,-38.82332632,178.1470583
Oceanic Manawatu-Wanganui Region West,-40.36481542,175.1039435
Oceanic Hawke's Bay Region,-39.16751646,177.4125711
Inlet Port Napier,-39.47388086,176.9189437
Oceanic Wellington Region,-41.6472164,175.5013399
Inlet Wellington Harbour,-41.2805095,174.8505098
Bare Island,-39.83346342,177.0274432
Oceanic Manawatu-Wanganui Region East,-40.61132066,176.6200731
Oceanic Tasman Region,-40.65288679,172.8705526
Golden Bay/Mohua,-40.86935481,172.5719566
Inlets Golden Bay,-40.53114916,172.8671745
Takaka,-40.86055176,172.818787
Pohara-Abel Tasman,-40.89750912,172.923212
Takaka Hills,-41.05045126,172.9241333
Kaiteriteri-Riwaka,-41.08454704,173.0047143
Upper Moutere,-41.24935169,172.851509
Lower Moutere,-41.16044272,172.9805087
Motueka North,-41.1058919,173.0131886
Motueka West,-41.12544913,172.9956096
Motueka East,-41.12000591,173.0192224
Inlets Motueka,-41.14886732,173.02077
Golden Downs,-41.50890922,172.7882653
Moutere Hills,-41.26413088,173.0336074
Ruby Bay-Mapua,-41.24162526,173.0804903
Murchison-Nelson Lakes,-41.88459953,172.4650349
Inlet Waimea West,-41.28409711,173.1043561
Islands Tasman District,-41.27379273,173.1524239
Waimea West,-41.32976373,173.0812481
Appleby,-41.33424814,173.1374464
Wakefield,-41.41061439,173.0442463
Richmond West (Tasman District),-41.33020686,173.1695053
Wakefield Rural,-41.49668834,173.1215547
Brightwater,-41.37680724,173.0998617
Hope,-41.36688271,173.1430884
Richmond Central (Tasman District),-41.33750365,173.1893864
Ben Cooper Park,-41.34508297,173.1758923
Richmond South (Tasman District),-41.35692129,173.1715681
Wilkes Park,-41.34753186,173.1866824
Templemore,-41.34152248,173.2041874
Easby Park,-41.34673271,173.1983645
Fairose,-41.35339405,173.180854
Aniseed Valley,-41.38639039,173.2089168
Nelson Rural,-41.23837971,173.4127283
Inlets Nelson City,-41.23730358,173.3069459
Marybank,-41.22889456,173.3221737
Port Nelson,-41.26152211,173.2779615
Nelson Airport,-41.2956675,173.2297509
Tahunanui,-41.2844889,173.2411211
Britannia,-41.26846575,173.2703045
Atawhai,-41.24786852,173.3197667
Broadgreen-Monaco,-41.30725889,173.2268797
Washington,-41.27521882,173.2665447
Tahuna Hills,-41.29106093,173.2533226
Nelson Central-Trafalgar,-41.27273863,173.2821088
The Wood,-41.26709294,173.2923987
Toi Toi,-41.28540651,173.2617007
Nayland,-41.30432817,173.2364862
Aldinga,-41.31388017,173.2215774
Victory,-41.28580137,173.2698858
Rutherford,-41.28072441,173.2823076
Maitlands,-41.30875019,173.2430187
Maitai,-41.27666765,173.2982542
Grampians,-41.29660057,173.273515
Saxton,-41.33372364,173.2216325
Suffolk,-41.32485632,173.2209409
Omaio,-41.32459713,173.2443865
Enner Glynn,-41.31495427,173.2643733
Daelyn,-41.33817502,173.2125886
The Brook,-41.3006165,173.2914447
Marlborough Sounds West,-41.25619764,173.6263539
Marlborough Sounds Coastal Marine,-41.25046897,174.0282595
Marlborough Sounds East,-41.3212678,174.0401182
Upper Wairau,-41.71793751,173.3040626
Waikawa (Marlborough District),-41.26901239,174.0336733
Waitohi (Marlborough District),-41.2943994,173.9996179
Tuamarina,-41.41852542,173.9111466
Awatere,-42.09611412,173.2944504
Renwick,-41.50813804,173.8259175
Lower Wairau,-41.48548663,174.0060075
Woodbourne,-41.5308031,173.9036379
Spring Creek-Grovetown,-41.47495673,173.9641018
Springlands,-41.50422292,173.9361783
Yelverton,-41.51419128,173.9342761
Mayfield,-41.50254609,173.9522346
Whitney West,-41.52198108,173.9421136
Blenheim Central,-41.51522392,173.9625465
Riversdale-Islington,-41.50646403,173.9670844
Whitney East,-41.52059859,173.9589101
Redwoodtown West,-41.5299556,173.9485809
Witherlea West,-41.5400542,173.9453563
Redwoodtown East,-41.52801744,173.9598167
Riverlands,-41.52671731,173.9790782
Witherlea East,-41.53819682,173.9585948
Inlet Wairau River,-41.54600335,174.1067858
Kaikoura Ranges,-42.19710797,173.644085
Kaikoura,-42.4127248,173.6766795
Karamea,-41.29229662,172.2645122
Inlets Buller District,-41.26932742,172.0999512
Westport North,-41.74413804,171.6089938
Westport Rural,-41.78172508,171.6467573
Westport South,-41.76073382,171.6095002
Buller Coalfields,-41.7281935,171.8668161
Charleston (Buller District),-41.92259823,171.5843637
Inangahua,-42.17196452,171.9956588
Reefton,-42.11509177,171.8601089
Barrytown,-42.31021412,171.4333995
Runanga,-42.39680002,171.2509668
Cobden,-42.43633349,171.2084546
Blaketown,-42.44740905,171.1975893
Greymouth Central,-42.45704831,171.1992499
King Park,-42.45663632,171.2105671
Marsden,-42.4696684,171.2048457
Karoro,-42.48259655,171.1959585
Rutherglen-Camerons,-42.52592165,171.1647613
Greymouth Rural,-42.55654451,171.2864679
Dobson,-42.48840424,171.4100769
Nelson Creek,-42.43145547,171.6881398
Lake Brunner,-42.66149957,171.6947027
Haast,-44.09890946,168.8420513
Westland Glaciers-Bruce Bay,-43.61327906,169.8426138
Arahura-Kumara,-42.6790058,171.1382281
Hokitika,-42.71867868,170.9718632
Inlets Westland District,-43.19238803,170.2176604
Hokitika Rural,-42.78693668,170.9608293
Waitaha,-43.09058185,170.7819971
Whataroa-Harihari,-43.25841799,170.4390525
Hokitika Valley-Otira,-42.87811794,171.3044291
Hanmer Range,-42.53316595,172.4976134
Amuri,-42.64453066,172.9587074
Hanmer Springs,-42.5230022,172.8230349
Upper Hurunui,-42.93387941,172.5473333
Parnassus,-42.79494631,173.2226712
Ashley Forest,-43.12462587,172.564034
Omihi,-42.98563474,172.9468352
Balcairn,-43.13161687,172.7840576
Amberley,-43.15508463,172.7312169
Okuku,-43.12763768,172.24231
Ashley Gorge,-43.284114,172.0736528
Oxford,-43.2987357,172.1830939
Starvation Hill-Cust,-43.29262485,172.3627532
Loburn,-43.23066472,172.516806
Eyrewell,-43.39853546,172.2881368
West Eyreton,-43.3561292,172.4347179
Ashley-Sefton,-43.24549574,172.6535825
Fernside,-43.32395864,172.5645026
Rangiora North West,-43.29751332,172.5693819
Kingsbury,-43.29311511,172.586455
Ashgrove,-43.30164492,172.5814134
Rangiora North East,-43.29742452,172.6008995
Oxford Estate,-43.30960469,172.5766033
Rangiora Central,-43.30280578,172.5956959
Rangiora South West,-43.3119255,172.5854551
Lilybrook,-43.31092043,172.5936843
Waikuku,-43.29270375,172.6644094
Mandeville-Ohoka,-43.36686582,172.5444706
Rangiora South East,-43.30889905,172.6103358
Southbrook,-43.32718073,172.597658
Swannanoa-Eyreton,-43.41513779,172.5106201
Tuahiwi,-43.3357899,172.6359632
Woodend,-43.32176017,172.665876
Pegasus,-43.31136296,172.6965139
Clarkville,-43.39545445,172.6078508
Pegasus Bay,-43.35501518,172.690104
Kaiapoi North West,-43.37053744,172.6577129
Silverstream (Waimakariri District),-43.37879521,172.6372476
Sovereign Palms,-43.36711702,172.6683767
Kaiapoi West,-43.38223807,172.6442563
Kaiapoi Central,-43.38654697,172.6544697
Kaiapoi South,-43.39182324,172.6466487
Kaiapoi East,-43.40471363,172.6510447
McLeans Island,-43.4638818,172.5048243
Paparua,-43.52734771,172.4622635
Yaldhurst,-43.51680117,172.5144061
Christchurch Airport,-43.48221523,172.5438364
Clearwater,-43.45442864,172.5983343
Belfast West,-43.44568253,172.6230912
Harewood,-43.47757938,172.5726116
Brooklands-Spencerville,-43.39599786,172.6863801
Styx,-43.43834815,172.6810372
Belfast East,-43.44840955,172.6376441
Northwood,-43.45866323,172.6141535
Russley,-43.49336565,172.5585473
Regents Park,-43.47061675,172.602636
Hawthornden,-43.50441948,172.5502742
Bishopdale North,-43.48356448,172.5876597
Casebrook,-43.47930829,172.5986456
Bishopdale West,-43.48933117,172.5790014
Templeton,-43.55260267,172.4696279
Islington,-43.53364724,172.50821
Burnside Park,-43.50169208,172.5628153
Marshland,-43.46980091,172.6450275
Avonhead North,-43.50653015,172.5573005
Redwood North,-43.46919569,172.6246957
Broomfield,-43.52505687,172.5301377
Redwood West,-43.47845362,172.613316
Avonhead West,-43.51339363,172.5503845
Bishopdale South,-43.49422735,172.5860551
Islington-Hornby Industrial,-43.5526063,172.5082885
Burnside,-43.50309147,172.5759413
Hei Hei,-43.53393242,172.5226148
Papanui North,-43.48926229,172.5969871
Avonhead East,-43.51559902,172.5587008
Redwood East,-43.47970507,172.6229093
Avonhead South,-43.52219969,172.5520326
Riccarton Racecourse,-43.52902176,172.5428604
Bryndwr North,-43.50194025,172.5896933
Northlands (Christchurch City),-43.49209266,172.6068881
Papanui West,-43.49681218,172.6001365
Ilam North,-43.51329549,172.5691116
Hornby West,-43.54456745,172.5156459
Hornby Central,-43.53921804,172.5356634
Northcote (Christchurch City),-43.48988035,172.618714
Jellie Park,-43.51329391,172.5836033
Ilam South,-43.5243795,172.5626039
Bryndwr South,-43.5066813,172.5963533
Papanui East,-43.49804758,172.6150646
Sockburn North,-43.5324799,172.5574165
Hornby South,-43.54829435,172.5330913
Ilam University,-43.52336127,172.5782646
Prestons,-43.47713961,172.667796
Strowan,-43.50761954,172.6087465
Fendalton,-43.5158088,172.5967082
Waitikiri,-43.46773853,172.6744824
Mairehau North,-43.49292661,172.6381933
Bush Inn,-43.52942223,172.576402
Awatea North,-43.55272616,172.5384908
Upper Riccarton,-43.53514903,172.5690102
Malvern,-43.5022149,172.6305073
Rutland,-43.50650406,172.6226748
Sockburn South,-43.5449149,172.563505
Deans Bush,-43.52473249,172.5944719
Wigram North,-43.54869576,172.5527547
Holmwood,-43.519344,172.6084094
Wharenui,-43.53501129,172.5805019
Wigram West,-43.55347306,172.5483415
Awatea South,-43.56061939,172.5435622
Merivale,-43.51635206,172.6191133
Mairehau South,-43.50208583,172.6453912
Mona Vale,-43.52638334,172.6066939
Riccarton West,-43.53414393,172.591388
Shirley West,-43.49946804,172.6569581
Middleton,-43.54208461,172.5833109
Wigram South,-43.55637675,172.5547285
Queenspark,-43.47537667,172.6971588
St Albans North,-43.5100332,172.6372911
St Albans West,-43.51530568,172.6286832
Travis Wetlands,-43.48560388,172.6887001
Wigram East,-43.55333199,172.5619128
Riccarton Central,-43.53057675,172.5990751
Oaklands West,-43.56943685,172.5494709
Riccarton South,-43.53444076,172.6019683
Halswell West,-43.57962401,172.5404701
Shirley East,-43.49842561,172.6672531
Broken Run,-43.55950031,172.5606438
St Albans East,-43.5171441,172.6375905
Hagley Park,-43.53053792,172.6198125
Hillmorton,-43.55310995,172.5837818
Parklands,-43.48059253,172.7080666
Riccarton East,-43.53245227,172.6107027
Edgeware,-43.51435173,172.6470585
Aidanfield,-43.56445434,172.5673239
Tower Junction,-43.53882448,172.6079423
Burwood,-43.49555459,172.684889
Christchurch Central-West,-43.52780609,172.6306519
Christchurch Central-North,-43.52331085,172.6403171
Richmond North (Christchurch City),-43.51297088,172.6586263
Waimairi Beach,-43.48124273,172.7194626
Addington West,-43.54499206,172.613619
Otakaro-Avon River Corridor,-43.49893302,172.6943651
Oaklands East,-43.57609972,172.561909
Addington North,-43.54120365,172.6176897
Dallington,-43.51125813,172.6716101
Christchurch Central,-43.53243368,172.6360164
Hoon Hay West,-43.56060632,172.5904323
Richmond South (Christchurch City),-43.52133921,172.6562708
Spreydon West,-43.55299393,172.6045523
Christchurch Central-East,-43.5288128,172.6455285
Christchurch Central-South,-43.53815861,172.6424029
North Beach,-43.49110354,172.714754
Halswell North,-43.57394904,172.5780119
Addington East,-43.5451456,172.6230579
Avondale (Christchurch City),-43.50772731,172.6929914
Spreydon North,-43.55155974,172.6201386
Hoon Hay East,-43.56478385,172.6001432
Avonside,-43.52342743,172.6705672
Linwood West,-43.52976222,172.6590257
Halswell South,-43.58945552,172.5652826
Sydenham Central,-43.54360725,172.6376644
Spreydon South,-43.5582285,172.6133431
Rawhiti,-43.50238558,172.7170074
Wainoni,-43.51845163,172.6898229
Linwood North,-43.52803092,172.672218
Aranui,-43.51060358,172.7053232
Sydenham West,-43.5508551,172.6331679
Lancaster Park,-43.5413884,172.6534567
Phillipstown,-43.53685957,172.6637468
Kennedys Bush,-43.59666832,172.5839002
Somerfield East,-43.55924724,172.6295034
Somerfield West,-43.56590241,172.6192488
Linwood East,-43.52959968,172.6828743
Sydenham North,-43.55054464,172.6435652
Hoon Hay South,-43.5718849,172.6115739
Charleston (Christchurch City),-43.5431686,172.6598341
Sydenham South,-43.55482073,172.641304
Bexley,-43.51992407,172.7052867
Waltham,-43.55056762,172.6532821
Westmorland,-43.58478365,172.6094708
Woolston North,-43.54092011,172.675242
New Brighton,-43.51368514,172.729512
Cashmere West,-43.57398844,172.622746
Bromley South,-43.53669331,172.6836722
Ensors,-43.54795758,172.668316
Beckenham,-43.56340204,172.6428246
Bromley North,-43.53482145,172.7062927
St Martins,-43.5572164,172.6539556
Opawa,-43.55608227,172.6620439
Woolston West,-43.55161834,172.6760611
Woolston East,-43.54874136,172.6868985
Huntsbury,-43.56900535,172.6509299
Cashmere East,-43.57800586,172.6406214
Hillsborough (Christchurch City),-43.56038209,172.6701393
Woolston South,-43.56123026,172.6842121
Port Hills,-43.59551435,172.684002
South New Brighton,-43.53129617,172.7391769
Brookhaven-Ferrymead,-43.56010436,172.7002034
Heathcote Valley,-43.57763059,172.7124106
Mount Pleasant,-43.56433719,172.7189023
Redcliffs,-43.56567241,172.7317565
Governors Bay,-43.6325423,172.6397537
Inlets other Christchurch City,-43.65205162,172.9067198
Clifton Hill,-43.57187078,172.747837
Lyttelton,-43.6070273,172.7064917
Inlet Port Lyttelton,-43.60911247,172.7819239
Sumner,-43.57493364,172.7635625
Teddington,-43.67153578,172.7129822
Diamond Harbour,-43.63070411,172.7350818
Inland water Lake Ellesmere/Te Waihora South,-43.79836136,172.5564964
Banks Peninsula South,-43.78081842,172.7263383
Eastern Bays-Banks Peninsula,-43.67581961,172.9312967
Akaroa Harbour,-43.84175281,172.9532159
Inlet Akaroa Harbour,-43.83633448,172.9218513
Akaroa,-43.80712605,172.9685391
Craigieburn,-43.06891577,171.6727552
Torlesse,-43.34568833,171.9032031
Glenroy-Hororata,-43.48288665,171.7871357
Glentunnel,-43.47318088,172.0136456
Darfield,-43.49796117,172.099917
Kirwee,-43.47484385,172.1996652
Bankside,-43.65857485,172.0374158
Charing Cross,-43.56459027,172.1508652
Halkett,-43.49237114,172.3502882
Newtons Road,-43.56941172,172.3194474
West Melton,-43.52569623,172.3651872
Burnham Camp,-43.61513889,172.3029587
Rolleston Izone,-43.584002,172.3710001
Rolleston North West,-43.60086348,172.3634067
Springston,-43.65558055,172.3755659
Rolleston Central,-43.60049642,172.3756982
Rolleston North East,-43.59059543,172.3960259
Rolleston South West,-43.6149097,172.3745852
Southbridge,-43.79254412,172.2102384
Rolleston South East,-43.61058176,172.4018365
Trents,-43.59541921,172.4648755
Prebbleton,-43.57865333,172.5078363
Irwell,-43.72598112,172.3381565
Ladbrooks,-43.63935048,172.5247638
Lincoln West,-43.64345571,172.477912
Lincoln East,-43.638533,172.4936917
Leeston,-43.7602356,172.2966194
Tai Tapu,-43.66624869,172.5844829
Motukarara,-43.71908674,172.5269321
Inland water Lake Ellesmere/Te Waihora North,-43.7799742,172.4460473
Ashburton Lakes,-43.44940441,171.1294528
Cairnbrae,-43.66455634,171.7735546
Ashburton Forks,-43.78492258,171.4318198
Methven,-43.63301935,171.6426798
Ealing-Lowcliffe,-44.03656373,171.4974175
Eiffelton,-43.95897704,171.6650052
Chertsey,-43.82506248,171.9664649
Winchmore-Wakanui,-43.96318598,171.828291
Allenton North,-43.88205658,171.7451256
Allenton South,-43.89054116,171.7323266
Rakaia,-43.74700637,172.0090343
Ashburton North,-43.89179707,171.7894587
Allenton East,-43.89118299,171.7575645
Tinwald North,-43.91264327,171.7237037
Ashburton Central,-43.90252481,171.7353785
Ashburton West,-43.89854645,171.7443123
Tinwald South,-43.92478814,171.7182215
Ashburton East,-43.90293675,171.7579984
Netherby,-43.90025621,171.7658109
Hampstead,-43.91158863,171.7564673
Ben McLeod,-43.68469309,170.8908758
Arundel,-44.06044997,171.0579773
Levels Valley,-44.27189292,171.0144624
Geraldine,-44.09410338,171.2385417
Rangitata,-44.11035618,171.3257573
Waitohi (Timaru District),-44.18539597,171.3783339
Pleasant Point,-44.25662164,171.1360097
Temuka West,-44.23697154,171.2766009
Hadlow,-44.37278751,171.1467659
Levels,-44.29433296,171.2552636
Temuka East,-44.24725922,171.2978368
Gleniti North,-44.37306152,171.1853889
Washdyke,-44.35333362,171.2478134
Fairview,-44.44015612,171.1752582
Gleniti South,-44.3836929,171.1963659
Glenwood,-44.38744935,171.2085265
Marchwiel West,-44.37956812,171.2246248
Marchwiel East,-44.37704716,171.2353454
Highfield North,-44.38615156,171.2231873
Highfield South,-44.39352828,171.2178066
Waimataitai-Maori Hill,-44.38365816,171.2420327
Fraser Park,-44.39596592,171.2304507
Seaview,-44.39548712,171.2416959
Inlet Port Timaru,-44.39044581,171.2574631
Watlington,-44.40623438,171.2320113
Timaru Central,-44.39838399,171.2514175
Timaru East,-44.41420462,171.2609405
Parkside,-44.40469035,171.2463292
Kensington (Timaru District),-44.41174605,171.2472622
Mackenzie Lakes,-43.93299669,170.3058378
Inland water Lake Pukaki,-44.05405939,170.1686049
